出現形,[細分類],[大分類],[ICDコード],[標準病名],[MedDRA],[抗がん剤有害事象],<間質性肺炎>,<末梢神経障害>,<手足症候群>,<嘔気>,<嘔吐>,<口内炎>,<空咳>
色素沈着爪,色素沈着,皮膚毒性,L608,爪変色,爪変色,爪変色,0,0,1,0,0,0,0
爪全体変色,色素沈着,皮膚毒性,L608,爪変色,爪変色,爪変色,0,0,1,0,0,0,0
爪偏食,色素沈着,皮膚毒性,L608,爪変色,爪変色,爪変色,0,0,1,0,0,0,0
爪障害Ｇ１変色,色素沈着,皮膚毒性,L608,爪変色,爪変色,爪変色,0,0,1,0,0,0,0
発疹,発疹,皮膚毒性;過敏症状,R21,発疹,発疹,発疹,0,0,1,0,0,0,0
軽度発疹,発疹,皮膚毒性;過敏症状,R21,発疹,発疹,発疹,0,0,1,0,0,0,0
汎発疹,発疹,皮膚毒性;過敏症状,R21,発疹,発疹,発疹,0,0,1,0,0,0,0
不定形発疹,発疹,皮膚毒性;過敏症状,R21,発疹,発疹,発疹,0,0,1,0,0,0,0
ただれ感,-1,-1,[AMB],[AMB],[AMB],皮膚びらん,0,0,1,0,0,0,0
手指乾燥,-1,-1,L853,乾皮症,[AMB],皮膚乾燥,0,0,1,0,0,0,0
肌乾燥,-1,-1,L853,乾皮症,[AMB],皮膚乾燥,0,0,1,0,0,0,0
皮膚乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
手指顔乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
手足乾燥傾向,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
Ｇ１皮膚乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
皮膚乾燥傾向,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
軽度皮膚乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
手乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
皮膚乾燥気味,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
手足皮膚乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
肌荒れ,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
皮膚乾燥,-1,-1,L853,乾皮症,皮膚乾燥,皮膚乾燥,0,0,1,0,0,0,0
皮疹,発疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
皮膚症状,-1,-1,[AMB],[AMB],[AMB],皮膚障害,0,0,1,0,0,0,0
皮膚発赤,発赤,皮膚毒性,R21,下腿発赤;発赤,[AMB],皮膚障害,0,0,1,0,0,0,0
紅色皮疹,皮疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
顔面皮疹,-1,-1,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
手荒れ,-1,-1,[AMB],[AMB],[AMB],皮膚障害,0,0,1,0,0,0,0
踵発赤,発赤,皮膚毒性,R21,発赤,[AMB],皮膚障害,0,0,1,0,0,0,0
皮疹Ｇ２,皮疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
皮膚症状軽度,-1,-1,[AMB],[AMB],[AMB],皮膚障害,0,0,1,0,0,0,0
皮疹部,皮疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
皮疹症状,皮疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
皮疹Ｇ１,皮疹,皮膚毒性,R21,発疹,[AMB],皮膚障害,0,0,1,0,0,0,0
赤色皮疹,皮疹,皮膚毒性,R21,発疹,紅斑性皮疹,皮膚障害,0,0,1,0,0,0,0
色素沈着,色素沈着,皮膚毒性,L819,色素異常症,色素沈着障害,皮膚障害,0,0,1,0,0,0,0
色素沈着（褐色斑,色素沈着,皮膚毒性,D229,母斑;青色母斑,色素沈着障害,皮膚障害,0,0,1,0,0,0,0
皮膚障害,-1,-1,[AMB],[AMB],皮膚障害,皮膚障害,0,0,1,0,0,0,0
落屑,-1,-1,R234,鱗屑,皮膚剥脱,皮膚剥脱,0,0,1,0,0,0,0
軽度落屑,-1,-1,R234,皮膚落屑,皮膚剥脱,皮膚剥脱,0,0,1,0,0,0,0
手先剥離,-1,-1,[AMB],[AMB],皮膚剥脱,皮膚剥脱,0,0,1,0,0,0,0
末梢神経障害,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢性神経障害,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
左末梢神経障害,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
多末梢神経障害,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢神経障害現状維持,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢神経障害Ｇ１,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢神経傷害,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢神経傷害Ｇ１,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
末梢神経障害軽度,末梢神経障害,神経毒性,G629,末梢神経障害,末梢性ニューロパチー,末梢性ニューロパチー,0,1,0,0,0,0,0
両下肢脱力感,末梢神経障害,神経毒性,R298,下肢脱力感,[AMB],無力症,0,1,0,0,0,0,0
左下肢脱力感,末梢神経障害,神経毒性,R298,下肢脱力感,[AMB],無力症,0,1,0,0,0,0,0
右下肢脱力感,末梢神経障害,神経毒性,R298,下肢脱力感,[AMB],無力症,0,1,0,0,0,0,0
両下肢脱力,末梢神経障害,神経毒性,R298,筋脱力,筋力低下,無力症,0,1,0,0,0,0,0
脱力感,末梢神経障害,神経毒性,R298,脱力感,無力症,無力症,0,1,0,0,0,0,0
下肢脱力感,末梢神経障害,神経毒性,R298,下肢脱力感,無力症,無力症,0,1,0,0,0,0,0
上下肢脱力感,末梢神経障害,神経毒性,R298,下肢脱力感,無力症,無力症,0,1,0,0,0,0,0
脱力,末梢神経障害,神経毒性,R298,脱力感;筋脱力,無力症,無力症,0,1,0,0,0,0,0
左下肢脱力,末梢神経障害,神経毒性,R298,筋脱力,無力症,無力症,0,1,0,0,0,0,0
下肢脱力,末梢神経障害,神経毒性,R298,下腿脱力;下肢脱力感,無力症,無力症,0,1,0,0,0,0,0
全身脱力感,末梢神経障害,神経毒性,R298,脱力感,無力症,無力症,0,1,0,0,0,0,0
四肢脱力,末梢神経障害,神経毒性,R298,四肢脱力,無力症,無力症,0,1,0,0,0,0,0
嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔気嘔吐,嘔吐,消化器毒性,R11,嘔気;嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔吐症状,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔吐頻回,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
血性嘔吐,-1,-1,K920,吐血,嘔吐,嘔吐,0,0,0,0,1,0,0
黒色嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
過食嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
回嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
少量嘔吐,嘔吐,消化器毒性,R11,嘔気;嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
一度嘔吐,嘔吐,消化器毒性,R11,嘔気;嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
数回嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
食後嘔吐,嘔吐,消化器毒性,R11,嘔気;嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
頻回嘔吐,嘔吐,消化器毒性,R11,嘔気;嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔吐症,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
胆汁性嘔吐,嘔吐,消化器毒性,R11,胆汁性嘔吐,嘔吐,嘔吐,0,0,0,0,1,0,0
予期性嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔吐１度,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
予測性嘔吐,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
嘔吐Ｇ１,嘔吐,消化器毒性,R11,嘔吐症,嘔吐,嘔吐,0,0,0,0,1,0,0
下痢Ｇ０,-1,-1,A099,下痢症,下痢(-),下痢(-),0,0,0,0,0,0,0
食欲増進,-1,-1,[AMB],[AMB],食欲減退(-),食欲減退(-),0,0,0,0,0,0,0
食欲ＯＫ,-1,-1,[AMB],[AMB],[AMB],食欲不振(-),0,0,0,0,0,0,0
食欲旺盛,-1,-1,[AMB],[AMB],[AMB],食欲不振(-),0,0,0,0,0,0,0
増加食欲旺盛,-1,-1,[AMB],[AMB],[AMB],食欲不振(-),0,0,0,0,0,0,0
体重横ばい,-1,-1,[AMB],[AMB],体重変動(-),体重変動(-),0,0,0,0,0,0,0
ＢＷ横ばい,-1,-1,[AMB],[AMB],体重変動(-),体重変動(-),0,0,0,0,0,0,0
浮腫Ｇ０,-1,-1,R609,浮腫,浮腫(-),浮腫(-),0,0,0,0,0,0,0
味覚障害Ｇ０,-1,-1,R432,味覚障害,味覚異常(-),味覚異常(-),0,0,0,0,0,0,0
嘔吐Ｇ０,-1,-1,R11,嘔吐症,嘔吐(-),嘔吐(-),0,0,0,0,0,0,0
消化器症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
出血,-1,-1,R58,出血,[AMB],[AMB],0,0,0,0,0,0,0
肝腎機能障害,肝機能障害;腎機能障害,肝毒性;腎毒性,K767,肝腎症候群,[AMB],[AMB],0,0,0,0,0,0,0
多発肺肝転移,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
錐体路障害,-1,-1,G259,錐体路障害,[AMB],[AMB],0,0,0,0,0,0,0
胸腹部不快感,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
軽度発赤,発赤,皮膚毒性,R21,発赤,[AMB],[AMB],0,0,0,0,0,0,0
頚椎症,-1,-1,M4782,頚椎症,[AMB],[AMB],0,0,0,0,0,0,0
ＨＢＶ感染,-1,-1,B169,Ｂ型肝炎ウイルス感染,[AMB],[AMB],0,0,0,0,0,0,0
体調不良,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
リウマチ,-1,-1,M0690,関節リウマチ,[AMB],[AMB],0,0,0,0,0,0,0
非回転性めまい,-1,-1,R42,めまい,[AMB],[AMB],0,0,0,0,0,0,0
老化,-1,-1,R54,老化,[AMB],[AMB],0,0,0,0,0,0,0
肝腎機能異常,肝機能障害;腎機能障害,肝毒性;腎毒性,K767,肝腎症候群,[AMB],[AMB],0,0,0,0,0,0,0
眼前暗黒感,-1,-1,R55,眼前暗黒,[AMB],[AMB],0,0,0,0,0,0,0
血管雑音,-1,-1,R098,動脈性雑音,[AMB],[AMB],0,0,0,0,0,0,0
温痛覚低下,末梢神経障害,神経毒性,R201,知覚鈍麻,[AMB],[AMB],0,0,0,0,0,0,0
腫瘤性病変,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
嚢胞性腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
潜血,-1,-1,R31,顕微鏡的血尿,[AMB],[AMB],0,0,0,0,0,0,0
多房性嚢胞性腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
拍動性腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
経口摂取不良,-1,-1,R198,摂食機能障害,[AMB],[AMB],0,0,0,0,0,0,0
排尿排便障害,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
微小出血,-1,-1,R58,出血,[AMB],[AMB],0,0,0,0,0,0,0
粘膜下腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
白色痰,-1,-1,R093,異常喀痰,[AMB],[AMB],0,0,0,0,0,0,0
開眼困難,-1,-1,R482,開眼失行,[AMB],[AMB],0,0,0,0,0,0,0
境界不明瞭な腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
腫大,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
膜下出血,-1,-1,R58,出血,[AMB],[AMB],0,0,0,0,0,0,0
核腫大,-1,-1,R599,リンパ節腫大,[AMB],[AMB],0,0,0,0,0,0,0
胸腹水,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
軽度腫大,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
頭蓋内病変,-1,-1,R900,頭蓋内占拠性病変,[AMB],[AMB],0,0,0,0,0,0,0
反応性腫大,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
水腫,-1,-1,R609,浮腫,[AMB],[AMB],0,0,0,0,0,0,0
軟部濃度腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
めまい症状,-1,-1,R42,めまい症,[AMB],[AMB],0,0,0,0,0,0,0
小出血,-1,-1,R58,出血,[AMB],[AMB],0,0,0,0,0,0,0
低信号腫瘤,-1,-1,R229,腫瘤,[AMB],[AMB],0,0,0,0,0,0,0
多発腫大,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
軽度核腫大,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
虚脱,-1,-1,R55,虚脱,[AMB],[AMB],0,0,0,0,0,0,0
めまい発作,-1,-1,R42,めまい発作,[AMB],[AMB],0,0,0,0,0,0,0
頭蓋内占拠性病変,-1,-1,R900,頭蓋内占拠性病変,[AMB],[AMB],0,0,0,0,0,0,0
目眩,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
狭窄症,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
初期症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
痛痒,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
めくれ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
作用,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
亀裂,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
つっぱり,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
熱,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ざらつき,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
変色,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
目症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
苦味,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ひりつき,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ぶつぶつ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ざらざら,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ムズムズ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ＡＤＬ低下,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
黒変,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ふらつく,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
尿,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
黒色変化,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
胃部症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
黒色変色,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
毒性,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
シミ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
剥離,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
つっかえ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
肺病変,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
新規病変ＰＤ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
心エコー低下,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ＨＢＶ陽性,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
心症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
左腕症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ガス,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
腫瘍増大傾向,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
機能障害,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
血液減少,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
前胸部膨隆,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
痛さ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
変形性,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
障害,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
破裂,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
食欲,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
発作,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
軽度消化器症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
肛門部症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
眼症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ＥＦ,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
黒色,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
胃症状,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
下半身だる,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
胃障害,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
Ｇ１黒変色,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
肥厚,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ショボショボ感,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
ＨＥＲ２陽性,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
裂孔,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
摂取量低下,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
腹部不調,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
痰,-1,-1,R093,喀痰,[AMB],[AMB],0,0,0,0,0,0,0
ざらざら感,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
潜血３＋,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
眼障害,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
再発,-1,-1,[AMB],[AMB],[AMB],[AMB],0,0,0,0,0,0,0
軽度圧痛,-1,-1,R529,圧痛,圧痛,[AMB],0,0,0,0,0,0,0
圧痛,-1,-1,R529,圧痛,圧痛,[AMB],0,0,0,0,0,0,0
腸雑音,-1,-1,[AMB],[AMB],胃腸音異常,[AMB],0,0,0,0,0,0,0
炎症,-1,-1,[AMB],[AMB],炎症,[AMB],0,0,0,0,0,0,0
壊死組織,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
乾酪壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
内部壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
黒色壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
凝固壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
一部壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
壊死,-1,-1,R02,壊死,壊死,[AMB],0,0,0,0,0,0,0
壊疽,-1,-1,R02,壊疽,壊疽,[AMB],0,0,0,0,0,0,0
しびれ感,末梢神経障害,神経毒性,R208,しびれ感,感覚鈍麻,[AMB],0,0,0,0,0,0,0
感染症,-1,-1,[AMB],[AMB],感染,[AMB],0,0,0,0,0,0,0
感染,-1,-1,[AMB],[AMB],感染,[AMB],0,0,0,0,0,0,0
逆流性胃食道炎,-1,-1,[AMB],[AMB],逆流性食道炎,[AMB],0,0,0,0,0,0,0
固縮,-1,-1,R208,こわばり,筋固縮,[AMB],0,0,0,0,0,0,0
硬結,-1,-1,R234,硬結,硬結,[AMB],0,0,0,0,0,0,0
皮下硬結,-1,-1,R234,皮下硬結,硬結,[AMB],0,0,0,0,0,0,0
局所再発,-1,-1,[AMB],[AMB],再発癌,[AMB],0,0,0,0,0,0,0
失禁,-1,-1,[AMB],[AMB],失禁,[AMB],0,0,0,0,0,0,0
排痰,-1,-1,R093,喀痰,湿性咳嗽,[AMB],0,0,0,0,0,0,0
喀痰,-1,-1,R093,喀痰,[AMB],[AMB],0,0,0,0,0,0,0
多発腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
充実性腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
不整形腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
腫瘤形成,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
低濃度腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
低エコー腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
多房性腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
腫瘤病変,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
円形腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
低吸収腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
小腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
乏血性腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
腫瘤増大,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
白色腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
類円形腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
再発腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
分葉状腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
高濃度腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
大腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
残存腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
同腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
上記腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
浸潤する腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
異常腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
紅色腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
右腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
腫瘤,-1,-1,R229,腫瘤,腫瘤,[AMB],0,0,0,0,0,0,0
内出血,-1,-1,R58,内出血,出血,[AMB],0,0,0,0,0,0,0
微出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
大量出血,-1,-1,R58,多量出血,出血,[AMB],0,0,0,0,0,0,0
活動性出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
再出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
持続出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
出血病変,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
出血少量,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
出血多量,-1,-1,R58,多量出血,出血,[AMB],0,0,0,0,0,0,0
陳旧性出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
異常出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
少量出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
外出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
軽度出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
出血多,-1,-1,R58,多量出血,出血,[AMB],0,0,0,0,0,0,0
警告出血,-1,-1,R58,出血,出血,[AMB],0,0,0,0,0,0,0
大出血,-1,-1,R58,多量出血,出血,[AMB],0,0,0,0,0,0,0
神経傷害,-1,-1,[AMB],[AMB],神経系障害,[AMB],0,0,0,0,0,0,0
五月雨状出血,-1,-1,R58,出血,線状出血,[AMB],0,0,0,0,0,0,0
動脈性出血,-1,-1,R58,動脈性出血,動脈出血,[AMB],0,0,0,0,0,0,0
不信感,-1,-1,[AMB],[AMB],不安,[AMB],0,0,0,0,0,0,0
気分不快,-1,-1,[AMB],[AMB],不快感,[AMB],0,0,0,0,0,0,0
不快感,-1,-1,[AMB],[AMB],不快感,[AMB],0,0,0,0,0,0,0
部不快感,-1,-1,[AMB],[AMB],不快感,[AMB],0,0,0,0,0,0,0
めまい症,-1,-1,R42,めまい症,浮動性めまい,[AMB],0,0,0,0,0,0,0
閉塞感,-1,-1,[AMB],[AMB],閉塞,[AMB],0,0,0,0,0,0,0
変形,-1,-1,[AMB],[AMB],変形,[AMB],0,0,0,0,0,0,0
